"SPEED2=1.5 NUMBER2=0 SENS=6  #SUP: 4"
"SPEED2=1.5 NUMBER2=0 SENS=10  #SUP: 3"
"SPEED2=1.5 NUMBER2=0 TOTAL=30  #SUP: 4"
"SPEED2=1.5 NUMBER2=0 SPEED1=6  #SUP: 4"
"SPEED2=1.5 SENS=6 NUMBER2=2  #SUP: 4"
"SPEED2=1.5 SENS=6 TOTAL=30  #SUP: 4"
"SPEED2=1.5 SENS=6 SPEED1=6  #SUP: 4"
"SPEED2=1.5 SENS=10 NUMBER2=2  #SUP: 3"
"SPEED2=1.5 NUMBER2=2 TOTAL=30  #SUP: 4"
"SPEED2=1.5 NUMBER2=2 SPEED1=6  #SUP: 4"
"SPEED2=1.5 TOTAL=30 SPEED1=6  #SUP: 4"
"NUMBER2=0 SENS=6 SPEED2=2.5  #SUP: 4"
"NUMBER2=0 SENS=6 TOTAL=30  #SUP: 4"
"NUMBER2=0 SENS=6 SPEED1=6  #SUP: 4"
"NUMBER2=0 SENS=10 SPEED2=2.5  #SUP: 3"
"NUMBER2=0 SPEED2=2.5 TOTAL=30  #SUP: 4"
"NUMBER2=0 SPEED2=2.5 SPEED1=6  #SUP: 4"
"NUMBER2=0 TOTAL=30 SPEED1=6  #SUP: 4"
"SENS=6 NUMBER2=2 SPEED2=2.5  #SUP: 4"
"SENS=6 NUMBER2=2 TOTAL=30  #SUP: 4"
"SENS=6 NUMBER2=2 SPEED1=6  #SUP: 4"
"SENS=6 SPEED2=2.5 TOTAL=30  #SUP: 4"
"SENS=6 SPEED2=2.5 SPEED1=6  #SUP: 4"
"SENS=6 TOTAL=30 SPEED1=6  #SUP: 4"
"SENS=10 NUMBER2=2 SPEED2=2.5  #SUP: 3"
"NUMBER2=2 SPEED2=2.5 TOTAL=30  #SUP: 4"
"NUMBER2=2 SPEED2=2.5 SPEED1=6  #SUP: 4"
"NUMBER2=2 TOTAL=30 SPEED1=6  #SUP: 4"
"SPEED2=2.5 TOTAL=30 SPEED1=6  #SUP: 4"
"TOTAL=30 SPEED1=6 SENS=0  #SUP: 4"
"SPEED1=2 TOTAL=10 SPEED2=1.5 NUMBER2=0  #SUP: 2"
"SPEED1=2 TOTAL=10 SPEED2=1.5 SENS=6  #SUP: 2"
"SPEED1=2 TOTAL=10 SPEED2=1.5 SENS=10  #SUP: 2"
"SPEED1=2 TOTAL=10 SPEED2=1.5 NUMBER2=2  #SUP: 2"
"SPEED1=2 TOTAL=10 NUMBER2=0 SENS=6  #SUP: 2"
"SPEED1=2 TOTAL=10 NUMBER2=0 SENS=10  #SUP: 2"
"SPEED1=2 TOTAL=10 NUMBER2=0 SPEED2=2.5  #SUP: 2"
"SPEED1=2 TOTAL=10 SENS=6 NUMBER2=2  #SUP: 2"
"SPEED1=2 TOTAL=10 SENS=6 SPEED2=2.5  #SUP: 2"
"SPEED1=2 TOTAL=10 SENS=10 NUMBER2=2  #SUP: 2"
"SPEED1=2 TOTAL=10 SENS=10 SPEED2=2.5  #SUP: 2"
"SPEED1=2 TOTAL=10 NUMBER2=2 SPEED2=2.5  #SUP: 2"
"SPEED1=2 SPEED2=1.5 NUMBER2=0 SENS=6  #SUP: 2"
"SPEED1=2 SPEED2=1.5 NUMBER2=0 SENS=10  #SUP: 2"
"SPEED1=2 SPEED2=1.5 NUMBER2=0 TOTAL=30  #SUP: 2"
"SPEED1=2 SPEED2=1.5 SENS=6 NUMBER2=2  #SUP: 2"
"SPEED1=2 SPEED2=1.5 SENS=6 TOTAL=30  #SUP: 2"
"SPEED1=2 SPEED2=1.5 SENS=10 NUMBER2=2  #SUP: 2"
"SPEED1=2 SPEED2=1.5 SENS=10 TOTAL=30  #SUP: 2"
"SPEED1=2 SPEED2=1.5 NUMBER2=2 TOTAL=30  #SUP: 2"
"SPEED1=2 NUMBER2=0 SENS=6 SPEED2=2.5  #SUP: 2"
"SPEED1=2 NUMBER2=0 SENS=6 TOTAL=30  #SUP: 2"
"SPEED1=2 NUMBER2=0 SENS=10 SPEED2=2.5  #SUP: 2"
"SPEED1=2 NUMBER2=0 SENS=10 TOTAL=30  #SUP: 2"
"SPEED1=2 NUMBER2=0 SPEED2=2.5 TOTAL=30  #SUP: 2"
"SPEED1=2 SENS=6 NUMBER2=2 SPEED2=2.5  #SUP: 2"
"SPEED1=2 SENS=6 NUMBER2=2 TOTAL=30  #SUP: 2"
"SPEED1=2 SENS=6 SPEED2=2.5 TOTAL=30  #SUP: 2"
"SPEED1=2 SENS=10 NUMBER2=2 SPEED2=2.5  #SUP: 2"
"SPEED1=2 SENS=10 NUMBER2=2 TOTAL=30  #SUP: 2"
"SPEED1=2 SENS=10 SPEED2=2.5 TOTAL=30  #SUP: 2"
"SPEED1=2 NUMBER2=2 SPEED2=2.5 TOTAL=30  #SUP: 2"
"TOTAL=10 SPEED2=1.5 NUMBER2=0 SENS=6  #SUP: 2"
"TOTAL=10 SPEED2=1.5 NUMBER2=0 SENS=10  #SUP: 2"
"TOTAL=10 SPEED2=1.5 NUMBER2=0 SPEED1=6  #SUP: 2"
"TOTAL=10 SPEED2=1.5 SENS=6 NUMBER2=2  #SUP: 2"
"TOTAL=10 SPEED2=1.5 SENS=6 SPEED1=6  #SUP: 2"
"TOTAL=10 SPEED2=1.5 SENS=10 NUMBER2=2  #SUP: 2"
"TOTAL=10 SPEED2=1.5 SENS=10 SPEED1=6  #SUP: 2"
"TOTAL=10 SPEED2=1.5 NUMBER2=2 SPEED1=6  #SUP: 2"
"TOTAL=10 NUMBER2=0 SENS=6 SPEED2=2.5  #SUP: 2"
"TOTAL=10 NUMBER2=0 SENS=6 SPEED1=6  #SUP: 2"
"TOTAL=10 NUMBER2=0 SENS=10 SPEED2=2.5  #SUP: 2"
"TOTAL=10 NUMBER2=0 SENS=10 SPEED1=6  #SUP: 2"
"TOTAL=10 NUMBER2=0 SPEED2=2.5 SPEED1=6  #SUP: 2"
"TOTAL=10 SENS=6 NUMBER2=2 SPEED2=2.5  #SUP: 2"
"TOTAL=10 SENS=6 NUMBER2=2 SPEED1=6  #SUP: 2"
"TOTAL=10 SENS=6 SPEED2=2.5 SPEED1=6  #SUP: 2"
"TOTAL=10 SENS=10 NUMBER2=2 SPEED2=2.5  #SUP: 2"
"TOTAL=10 SENS=10 NUMBER2=2 SPEED1=6  #SUP: 2"
"TOTAL=10 SENS=10 SPEED2=2.5 SPEED1=6  #SUP: 2"
"TOTAL=10 NUMBER2=2 SPEED2=2.5 SPEED1=6  #SUP: 2"
"SPEED2=1.5 NUMBER2=0 SENS=6 TOTAL=30  #SUP: 2"
"SPEED2=1.5 NUMBER2=0 SENS=6 SPEED1=6  #SUP: 2"
"SPEED2=1.5 NUMBER2=0 TOTAL=30 SPEED1=6  #SUP: 2"
"SPEED2=1.5 SENS=6 NUMBER2=2 TOTAL=30  #SUP: 2"
"SPEED2=1.5 SENS=6 NUMBER2=2 SPEED1=6  #SUP: 2"
"SPEED2=1.5 SENS=6 TOTAL=30 SPEED1=6  #SUP: 2"
"SPEED2=1.5 NUMBER2=2 TOTAL=30 SPEED1=6  #SUP: 2"
"SPEED2=1.5 TOTAL=30 SPEED1=6 SENS=0  #SUP: 2"
"NUMBER2=0 SENS=6 SPEED2=2.5 TOTAL=30  #SUP: 2"
"NUMBER2=0 SENS=6 SPEED2=2.5 SPEED1=6  #SUP: 2"
"NUMBER2=0 SENS=6 TOTAL=30 SPEED1=6  #SUP: 2"
"NUMBER2=0 SPEED2=2.5 TOTAL=30 SPEED1=6  #SUP: 2"
"NUMBER2=0 TOTAL=30 SPEED1=6 SENS=0  #SUP: 2"
"SENS=6 NUMBER2=2 SPEED2=2.5 TOTAL=30  #SUP: 2"
"SENS=6 NUMBER2=2 SPEED2=2.5 SPEED1=6  #SUP: 2"
"SENS=6 NUMBER2=2 TOTAL=30 SPEED1=6  #SUP: 2"
"SENS=6 SPEED2=2.5 TOTAL=30 SPEED1=6  #SUP: 2"
"NUMBER2=2 SPEED2=2.5 TOTAL=30 SPEED1=6  #SUP: 2"
"NUMBER2=2 TOTAL=30 SPEED1=6 SENS=0  #SUP: 2"
"SPEED2=2.5 TOTAL=30 SPEED1=6 SENS=0  #SUP: 2"
"SPEED1=4 TOTAL=20 SPEED2=2.0 NUMBER2=1 SENS=8  #SUP: 8"
"RUN=25 SPEED1=2 TOTAL=10 SPEED2=1.5 NUMBER2=0 SENS=6 TIME=5.70 T20BOLT=11.40  #SUP: 1"
"SPEED1=2 TOTAL=10 SPEED2=1.5 NUMBER2=0 RUN=24 SENS=10 TIME=17.56 T20BOLT=35.12  #SUP: 1"
"SPEED1=2 TOTAL=10 SPEED2=1.5 SENS=6 RUN=30 NUMBER2=2 TIME=11.28 T20BOLT=22.56  #SUP: 1"
"SPEED1=2 TOTAL=10 SPEED2=1.5 SENS=10 NUMBER2=2 RUN=2 TIME=8.39 T20BOLT=16.78  #SUP: 1"
"SPEED1=2 TOTAL=10 NUMBER2=0 SENS=6 RUN=40 SPEED2=2.5 TIME=16.67 T20BOLT=33.34  #SUP: 1"
"SPEED1=2 TOTAL=10 NUMBER2=0 SENS=10 SPEED2=2.5 RUN=37 TIME=12.04 T20BOLT=24.08  #SUP: 1"
"SPEED1=2 TOTAL=10 SENS=6 NUMBER2=2 SPEED2=2.5 RUN=16 TIME=9.22 T20BOLT=18.44  #SUP: 1"
"SPEED1=2 TOTAL=10 SENS=10 NUMBER2=2 SPEED2=2.5 RUN=22 TIME=3.94 T20BOLT=7.88  #SUP: 1"
"SPEED1=2 SPEED2=1.5 NUMBER2=0 SENS=6 RUN=33 TOTAL=30 TIME=27.02 T20BOLT=18.01  #SUP: 1"
"SPEED1=2 SPEED2=1.5 NUMBER2=0 SENS=10 TOTAL=30 RUN=17 TIME=19.46 T20BOLT=12.97  #SUP: 1"
"SPEED1=2 SPEED2=1.5 SENS=6 NUMBER2=2 TOTAL=30 RUN=28 TIME=18.54 T20BOLT=12.36  #SUP: 1"
"SPEED1=2 SPEED2=1.5 SENS=10 NUMBER2=2 TOTAL=30 RUN=27 TIME=25.70 T20BOLT=17.13  #SUP: 1"
"SPEED1=2 NUMBER2=0 SENS=6 SPEED2=2.5 TOTAL=30 RUN=14 TIME=19.02 T20BOLT=12.68  #SUP: 1"
"SPEED1=2 NUMBER2=0 SENS=10 SPEED2=2.5 TOTAL=30 RUN=13 TIME=22.39 T20BOLT=14.93  #SUP: 1"
"SPEED1=2 SENS=6 NUMBER2=2 SPEED2=2.5 TOTAL=30 RUN=4 TIME=23.85 T20BOLT=15.90  #SUP: 1"
"SPEED1=2 SENS=10 NUMBER2=2 SPEED2=2.5 TOTAL=30 RUN=21 TIME=30.12 T20BOLT=20.08  #SUP: 1"
"TOTAL=10 SPEED2=1.5 NUMBER2=0 SENS=6 RUN=23 SPEED1=6 TIME=13.42 T20BOLT=26.84  #SUP: 1"
"TOTAL=10 SPEED2=1.5 NUMBER2=0 SENS=10 SPEED1=6 RUN=35 TIME=34.26 T20BOLT=68.52  #SUP: 1"
"TOTAL=10 SPEED2=1.5 SENS=6 NUMBER2=2 SPEED1=6 RUN=19 TIME=39.74 T20BOLT=79.48  #SUP: 1"
"TOTAL=10 SPEED2=1.5 SENS=10 NUMBER2=2 SPEED1=6 RUN=34 TIME=10.60 T20BOLT=21.20  #SUP: 1"
"TOTAL=10 NUMBER2=0 SENS=6 SPEED2=2.5 SPEED1=6 RUN=31 TIME=28.89 T20BOLT=57.78  #SUP: 1"
"TOTAL=10 NUMBER2=0 SENS=10 SPEED2=2.5 SPEED1=6 RUN=9 TIME=35.61 T20BOLT=71.22  #SUP: 1"
"TOTAL=10 SENS=6 NUMBER2=2 SPEED2=2.5 SPEED1=6 RUN=38 TIME=17.20 T20BOLT=34.40  #SUP: 1"
"TOTAL=10 SENS=10 NUMBER2=2 SPEED2=2.5 SPEED1=6 RUN=15 TIME=6.00 T20BOLT=12.00  #SUP: 1"
"SPEED2=1.5 NUMBER2=0 SENS=6 TOTAL=30 SPEED1=6 RUN=39 TIME=129.45 T20BOLT=86.30  #SUP: 1"
"SPEED2=1.5 NUMBER2=0 TOTAL=30 SPEED1=6 RUN=8 SENS=0 TIME=107.38 T20BOLT=71.59  #SUP: 1"
"SPEED2=1.5 SENS=6 NUMBER2=2 TOTAL=30 SPEED1=6 RUN=26 TIME=111.66 T20BOLT=74.44  #SUP: 1"
"SPEED2=1.5 NUMBER2=2 TOTAL=30 SPEED1=6 SENS=0 RUN=11 TIME=109.10 T20BOLT=72.73  #SUP: 1"
"NUMBER2=0 SENS=6 SPEED2=2.5 TOTAL=30 SPEED1=6 RUN=6 TIME=100.43 T20BOLT=66.95  #SUP: 1"
"NUMBER2=0 SPEED2=2.5 TOTAL=30 SPEED1=6 SENS=0 RUN=20 TIME=109.28 T20BOLT=72.85  #SUP: 1"
"SENS=6 NUMBER2=2 SPEED2=2.5 TOTAL=30 SPEED1=6 RUN=10 TIME=106.46 T20BOLT=70.97  #SUP: 1"
"NUMBER2=2 SPEED2=2.5 TOTAL=30 SPEED1=6 SENS=0 RUN=32 TIME=134.01 T20BOLT=89.34  #SUP: 1"
"RUN=1 SPEED1=4 TOTAL=20 SPEED2=2.0 NUMBER2=1 SENS=8 TIME=10.78 T20BOLT=10.78  #SUP: 1"
"SPEED1=4 TOTAL=20 SPEED2=2.0 NUMBER2=1 SENS=8 RUN=3 TIME=9.39 T20BOLT=9.39  #SUP: 1"
"SPEED1=4 TOTAL=20 SPEED2=2.0 NUMBER2=1 SENS=8 RUN=5 TIME=9.84 T20BOLT=9.84  #SUP: 1"
"SPEED1=4 TOTAL=20 SPEED2=2.0 NUMBER2=1 SENS=8 RUN=7 TIME=13.94 T20BOLT=13.94  #SUP: 1"
"SPEED1=4 TOTAL=20 SPEED2=2.0 NUMBER2=1 SENS=8 RUN=12 TIME=12.33 T20BOLT=12.33  #SUP: 1"
"SPEED1=4 TOTAL=20 SPEED2=2.0 NUMBER2=1 SENS=8 RUN=18 TIME=7.32 T20BOLT=7.32  #SUP: 1"
"SPEED1=4 TOTAL=20 SPEED2=2.0 NUMBER2=1 SENS=8 RUN=29 TIME=7.91 T20BOLT=7.91  #SUP: 1"
"SPEED1=4 TOTAL=20 SPEED2=2.0 NUMBER2=1 SENS=8 RUN=36 TIME=15.58 T20BOLT=15.58  #SUP: 1"
