"FLOW_cm=57 #SUP: 2"
"Compressive_Strength_Mpa=33.78 #SUP: 2"
"Water=209 #SUP: 2"
"Fine_Aggr=683 #SUP: 2"
"FLOW_cm=65 #SUP: 2"
"Cemment=160 #SUP: 2"
"Water=205 #SUP: 3"
"Coarse_Aggr=859 #SUP: 2"
"Water=186 #SUP: 2"
"Compressive_Strength_Mpa=30.97 #SUP: 2"
"FLOW_cm=48 #SUP: 3"
"Compressive_Strength_Mpa=37.39 #SUP: 2"
"Fly_ash=121 #SUP: 2"
"Coarse_Aggr=884 #SUP: 2"
"Cemment=320 #SUP: 2"
"Fine_Aggr=778 #SUP: 2"
"Cemment=322 #SUP: 2"
"Fine_Aggr=765 #SUP: 2"
"FLOW_cm=69 #SUP: 2"
"Compressive_Strength_Mpa=26.42 #SUP: 2"
"Coarse_Aggr=875 #SUP: 2"
"Compressive_Strength_Mpa=30.43 #SUP: 2"
"Compressive_Strength_Mpa=44.08 #SUP: 2"
"Fine_Aggr=789 #SUP: 2"
"Cemment=140.1 #SUP: 2"
"Fly_ash=240 #SUP: 3"
"Cemment=140.2 #SUP: 2"
"FLOW_cm=78 #SUP: 3"
"SP=6.5 #SUP: 2"
"SP=7.4 #SUP: 3"
"SP=7.5 #SUP: 2"
"Fly_ash=239.9 #SUP: 3"
"Water=210 Fly_ash=0  #SUP: 2"
"SP=9 Coarse_Aggr=904  #SUP: 2"
"SP=9 SLUMP_cm=23  #SUP: 4"
"SP=9 Slag=0  #SUP: 2"
"SP=9 Fly_ash=0  #SUP: 2"
"SP=9 Water=188  #SUP: 2"
"Fine_Aggr=680 FLOW_cm=62  #SUP: 2"
"SLUMP_cm=23 Fly_ash=0  #SUP: 3"
"Fly_ash=191 FLOW_cm=20  #SUP: 2"
"SP=12 FLOW_cm=20  #SUP: 2"
"SP=12 Slag=0  #SUP: 2"
"SP=12 Fly_ash=0  #SUP: 2"
"SP=12 Cemment=159  #SUP: 2"
"SLUMP_cm=0 FLOW_cm=20  #SUP: 11"
"FLOW_cm=20 Water=179  #SUP: 2"
"FLOW_cm=20 Compressive_Strength_Mpa=41.81  #SUP: 2"
"FLOW_cm=20 SP=6  #SUP: 3"
"FLOW_cm=20 Fly_ash=0  #SUP: 3"
"FLOW_cm=20 SP=11  #SUP: 3"
"FLOW_cm=20 SLUMP_cm=2  #SUP: 2"
"FLOW_cm=20 Fine_Aggr=644.1  #SUP: 2"
"SP=10 SLUMP_cm=20  #SUP: 2"
"SP=10 Slag=0  #SUP: 3"
"SP=10 Fly_ash=0  #SUP: 5"
"SP=10 SLUMP_cm=25  #SUP: 2"
"SP=10 Fly_ash=142  #SUP: 2"
"FLOW_cm=64 SP=6  #SUP: 2"
"FLOW_cm=64 Water=207  #SUP: 2"
"Water=168 Slag=0  #SUP: 2"
"Cemment=145 Fly_ash=227  #SUP: 2"
"Slag=0 SP=6  #SUP: 9"
"Slag=0 SLUMP_cm=14.5  #SUP: 2"
"Slag=0 FLOW_cm=51  #SUP: 3"
"Slag=0 Compressive_Strength_Mpa=32.71  #SUP: 2"
"Slag=0 SLUMP_cm=19  #SUP: 3"
"Slag=0 SP=7  #SUP: 4"
"Slag=0 Fly_ash=0  #SUP: 2"
"Slag=0 FLOW_cm=54  #SUP: 2"
"Slag=0 Water=190  #SUP: 2"
"Slag=0 Cemment=159  #SUP: 2"
"Slag=0 SLUMP_cm=12  #SUP: 2"
"Slag=0 SP=11  #SUP: 2"
"Slag=0 SLUMP_cm=20.5  #SUP: 2"
"Slag=0 Fine_Aggr=757  #SUP: 2"
"Slag=0 Water=174  #SUP: 2"
"Slag=0 SLUMP_cm=24  #SUP: 2"
"Slag=0 FLOW_cm=60  #SUP: 2"
"Slag=0 Fly_ash=187  #SUP: 2"
"Slag=0 Compressive_Strength_Mpa=52.65  #SUP: 2"
"Slag=0 SLUMP_cm=21  #SUP: 3"
"Slag=0 FLOW_cm=48  #SUP: 2"
"SP=6 FLOW_cm=58.5  #SUP: 2"
"SP=6 Slag=106  #SUP: 3"
"SP=6 Fly_ash=167  #SUP: 2"
"SP=6 FLOW_cm=67  #SUP: 2"
"SP=6 Fly_ash=0  #SUP: 5"
"SP=6 Fine_Aggr=757  #SUP: 2"
"SP=6 Fly_ash=164  #SUP: 2"
"SP=6 FLOW_cm=70  #SUP: 2"
"SP=6 Fly_ash=137  #SUP: 2"
"SP=6 Compressive_Strength_Mpa=41.27  #SUP: 2"
"SP=6 Water=207  #SUP: 2"
"SP=6 SLUMP_cm=24  #SUP: 4"
"SLUMP_cm=14.5 Fly_ash=0  #SUP: 2"
"Slag=106 Fly_ash=136  #SUP: 4"
"Fly_ash=167 Water=174  #SUP: 2"
"SLUMP_cm=25.5 FLOW_cm=67  #SUP: 2"
"Fly_ash=0 Coarse_Aggr=959  #SUP: 2"
"Fly_ash=0 SP=11  #SUP: 5"
"Fly_ash=0 FLOW_cm=49  #SUP: 2"
"Fly_ash=0 Slag=107  #SUP: 2"
"Fly_ash=0 Cemment=291  #SUP: 2"
"Fly_ash=0 Water=205  #SUP: 2"
"Fly_ash=0 SLUMP_cm=22  #SUP: 2"
"Fly_ash=0 Cemment=313  #SUP: 2"
"Cemment=159 Water=175  #SUP: 2"
"SP=11 SLUMP_cm=21  #SUP: 2"
"SP=11 Compressive_Strength_Mpa=33.51  #SUP: 2"
"SLUMP_cm=25 Water=217  #SUP: 2"
"SLUMP_cm=25 Fly_ash=239.8  #SUP: 2"
"SLUMP_cm=25 SP=8.3  #SUP: 2"
"Fly_ash=164 SLUMP_cm=24  #SUP: 2"
"Slag=0.3 Fly_ash=240  #SUP: 2"
"Water=180 SLUMP_cm=0 FLOW_cm=20  #SUP: 2"
"SLUMP_cm=0 FLOW_cm=20 SP=11  #SUP: 2"
"SLUMP_cm=0 FLOW_cm=20 SP=7.4  #SUP: 2"
"FLOW_cm=20 Slag=101 SP=7.7  #SUP: 2"
"Cemment=162 Slag=148 Water=179  #SUP: 2"
"Slag=112 Water=220 SP=10  #SUP: 2"
"SP=10 Slag=0 Water=218  #SUP: 2"
"Slag=0 SP=6 Coarse_Aggr=785  #SUP: 2"
"Slag=0 SP=6 FLOW_cm=51  #SUP: 2"
"Slag=0 SP=6 SLUMP_cm=21.5  #SUP: 2"
"SP=6 Slag=106 Fly_ash=136  #SUP: 2"
"SP=6 Slag=106 SLUMP_cm=24  #SUP: 2"
"SP=6 Cemment=298 Slag=107  #SUP: 2"
"Slag=106 Fly_ash=136 Water=208  #SUP: 2"
"Slag=106 Fly_ash=136 Cemment=295  #SUP: 2"
"Slag=109 Fly_ash=139 Water=193  #SUP: 2"
"Cemment=142 Slag=130 Fly_ash=167  #SUP: 2"
"Cemment=140 Slag=128 Fly_ash=164  #SUP: 2"
"SP=9 Slag=89 Fly_ash=115 Water=202  #SUP: 2"
"SP=10 Fly_ash=0 Water=196 Compressive_Strength_Mpa=29.77  #SUP: 2"
"SP=10 Slag=0 Cemment=310 Fly_ash=143 Fine_Aggr=804  #SUP: 2"
